family,group,ung_inf,otl_name,trans_route,in_tree,otl_name_red
Scutariellidae,Platyhelminthes,FALSE,Scutariellidae,not ungulate parasites,FALSE,Scutariellidae
Actinodactylellidae,Platyhelminthes,FALSE,Actinodactylellidae,not ungulate parasites,FALSE,Actinodactylellidae
Diceratocephalidae,Platyhelminthes,FALSE,Diceratocephalidae_(family_in_Lophotrochozoa),not ungulate parasites,FALSE,Diceratocephalidae
Temnocephalidae,Platyhelminthes,FALSE,Temnocephalidae,not ungulate parasites,FALSE,Temnocephalidae
Acanthocolpidae,Platyhelminthes,FALSE,Acanthocolpidae,not ungulate parasites,TRUE,Acanthocolpidae
Allocreadiidae,Platyhelminthes,FALSE,Allocreadiidae,not ungulate parasites,TRUE,Allocreadiidae
Brachycladiidae,Platyhelminthes,FALSE,Brachycladiidae,not ungulate parasites,TRUE,Brachycladiidae
Opecoelidae,Platyhelminthes,FALSE,Opecoelidae,not ungulate parasites,TRUE,Opecoelidae
Apocreadiidae,Platyhelminthes,FALSE,Apocreadiidae,not ungulate parasites,TRUE,Apocreadiidae
Aspidogastridae,Platyhelminthes,FALSE,Aspidogastridae,not ungulate parasites,TRUE,Aspidogastridae
Multicalycidae,Platyhelminthes,FALSE,Multicalycidae,not ungulate parasites,TRUE,Multicalycidae
Rugogastridae,Platyhelminthes,FALSE,Rugogastridae,not ungulate parasites,TRUE,Rugogastridae
Azygiidae,Platyhelminthes,FALSE,Azygiidae,not ungulate parasites,TRUE,Azygiidae
Bivesiculidae,Platyhelminthes,FALSE,Bivesiculidae,not ungulate parasites,TRUE,Bivesiculidae
Brachylaimidae,Platyhelminthes,FALSE,Brachylaimidae,not ungulate parasites,TRUE,Brachylaimidae
Leucochloridiidae,Platyhelminthes,FALSE,Leucochloridiidae,not ungulate parasites,TRUE,Leucochloridiidae
Bucephalidae,Platyhelminthes,FALSE,Bucephalidae,not ungulate parasites,TRUE,Bucephalidae
Brauninidae,Platyhelminthes,FALSE,Brauninidae,not ungulate parasites,TRUE,Brauninidae
Cyathocotylidae,Platyhelminthes,FALSE,Cyathocotylidae,not ungulate parasites,TRUE,Cyathocotylidae
Diplostomidae,Platyhelminthes,FALSE,Diplostomatidae,not ungulate parasites,TRUE,Diplostomatidae
Proterodiplostomidae,Platyhelminthes,FALSE,Proterodiplostomidae,not ungulate parasites,FALSE,Proterodiplostomidae
Strigeidae,Platyhelminthes,FALSE,Strigeidae,not ungulate parasites,TRUE,Strigeidae
Calycodidae,Platyhelminthes,FALSE,Calycodidae,not ungulate parasites,TRUE,Calycodidae
Cyclocoelidae,Platyhelminthes,FALSE,Cyclocoelidae,not ungulate parasites,TRUE,Cyclocoelidae
Echinochasmidae,Platyhelminthes,FALSE,Echinochasmidae,not ungulate parasites,TRUE,Echinochasmidae
Eucotylidae,Platyhelminthes,FALSE,Eucotylidae,not ungulate parasites,TRUE,Eucotylidae
Himasthlidae,Platyhelminthes,FALSE,Himasthlidae,not ungulate parasites,TRUE,Himasthlidae
Philophthalmidae,Platyhelminthes,FALSE,Philophthalmidae,not ungulate parasites,TRUE,Philophthalmidae
Psilostomidae,Platyhelminthes,FALSE,Psilostomidae,not ungulate parasites,TRUE,Psilostomidae
Rhytidodidae,Platyhelminthes,FALSE,Rhytidodidae,not ungulate parasites,TRUE,Rhytidodidae
Typhlocoelidae,Platyhelminthes,FALSE,Cyclocoelidae,not ungulate parasites,TRUE,Cyclocoelidae
Callodistomidae,Platyhelminthes,FALSE,Callodistomidae,not ungulate parasites,TRUE,Callodistomidae
Gorgoderidae,Platyhelminthes,FALSE,Gorgoderidae,not ungulate parasites,TRUE,Gorgoderidae
Botulisaccidae,Platyhelminthes,FALSE,Botulisaccidae,not ungulate parasites,TRUE,Botulisaccidae
Fellodistomidae,Platyhelminthes,FALSE,Fellodistomidae,not ungulate parasites,TRUE,Fellodistomidae
Gymnophallidae,Platyhelminthes,FALSE,Gymnophallidae,not ungulate parasites,TRUE,Gymnophallidae
Tandanicolidae,Platyhelminthes,FALSE,Tandanicolidae,not ungulate parasites,TRUE,Tandanicolidae
Atractotrematidae,Platyhelminthes,FALSE,Atractotrematidae,not ungulate parasites,TRUE,Atractotrematidae
Haploporidae,Platyhelminthes,FALSE,Haploporidae,not ungulate parasites,TRUE,Haploporidae
Haplosplanchnidae,Platyhelminthes,FALSE,Haplosplanchnidae,not ungulate parasites,TRUE,Haplosplanchnidae
Accacoeliidae,Platyhelminthes,FALSE,Accacoeliidae,not ungulate parasites,TRUE,Accacoeliidae
Bathycotylidae,Platyhelminthes,FALSE,Bathycotylidae,not ungulate parasites,FALSE,Bathycotylidae
Derogenidae,Platyhelminthes,FALSE,Derogenidae,not ungulate parasites,TRUE,Derogenidae
Dictysarcidae,Platyhelminthes,FALSE,Dictysarcidae,not ungulate parasites,TRUE,Dictysarcidae
Didymozoidae,Platyhelminthes,FALSE,Didymozoidae,not ungulate parasites,TRUE,Didymozoidae
Gonocercidae,Platyhelminthes,FALSE,Gonocercinae,not ungulate parasites,FALSE,Gonocercinae
Hemiuridae,Platyhelminthes,FALSE,Hemiuridae,not ungulate parasites,TRUE,Hemiuridae
Hirudinellidae,Platyhelminthes,FALSE,Hirudinellidae,not ungulate parasites,TRUE,Hirudinellidae
Isoparorchiidae,Platyhelminthes,FALSE,Isoparorchiidae,not ungulate parasites,TRUE,Isoparorchiidae
Lecithasteridae,Platyhelminthes,FALSE,Lecithasteridae,not ungulate parasites,TRUE,Lecithasteridae
Ptychogonimidae,Platyhelminthes,FALSE,Ptychogonimidae,not ungulate parasites,TRUE,Ptychogonimidae
Sclerodistomidae,Platyhelminthes,FALSE,Sclerodistomidae,not ungulate parasites,TRUE,Sclerodistomidae
Sclerodistomoididae,Platyhelminthes,FALSE,Sclerodistomoididae,not ungulate parasites,TRUE,Sclerodistomoididae
Syncoeliidae,Platyhelminthes,FALSE,Syncoeliidae,not ungulate parasites,TRUE,Syncoeliidae
Aephnidiogenidae,Platyhelminthes,FALSE,Aephnidiogenidae,not ungulate parasites,TRUE,Aephnidiogenidae
Deropristidae,Platyhelminthes,FALSE,Deropristidae,not ungulate parasites,TRUE,Deropristidae
Enenteridae,Platyhelminthes,FALSE,Enenteridae,not ungulate parasites,TRUE,Enenteridae
Gibsonivermidae,Platyhelminthes,FALSE,Gibsonivermis,not ungulate parasites,FALSE,Gibsonivermis
Gorgocephalidae,Platyhelminthes,FALSE,Gorgocephalidae,not ungulate parasites,TRUE,Gorgocephalidae
Gyliauchenidae,Platyhelminthes,FALSE,Gyliauchenidae,not ungulate parasites,TRUE,Gyliauchenidae
Lepidapedidae,Platyhelminthes,FALSE,Lepidapedidae,not ungulate parasites,TRUE,Lepidapedidae
Lepocreadiidae,Platyhelminthes,FALSE,Lepocreadiidae,not ungulate parasites,TRUE,Lepocreadiidae
Liliatrematidae,Platyhelminthes,FALSE,Liliatrematidae,not ungulate parasites,TRUE,Liliatrematidae
Diplangidae,Platyhelminthes,FALSE,Diplangidae,not ungulate parasites,TRUE,Diplangidae
Exotidendriidae,Platyhelminthes,FALSE,Exotidendriidae,not ungulate parasites,TRUE,Exotidendriidae
Faustulidae,Platyhelminthes,FALSE,Faustulidae,not ungulate parasites,TRUE,Faustulidae
Microphallidae,Platyhelminthes,FALSE,Microphallidae,not ungulate parasites,TRUE,Microphallidae
Pachypsolidae,Platyhelminthes,FALSE,Pachypsolidae,not ungulate parasites,TRUE,Pachypsolidae
Prosthogonimidae,Platyhelminthes,FALSE,Prosthogonimidae,not ungulate parasites,TRUE,Prosthogonimidae
Renicolidae,Platyhelminthes,FALSE,Renicolidae,not ungulate parasites,TRUE,Renicolidae
Zoogonidae,Platyhelminthes,FALSE,Zoogonidae,not ungulate parasites,TRUE,Zoogonidae
Lissorchiidae,Platyhelminthes,FALSE,Lissorchiidae,not ungulate parasites,TRUE,Lissorchiidae
Monorchiidae,Platyhelminthes,FALSE,Monorchiidae,not ungulate parasites,TRUE,Monorchiidae
Cryptogonimidae,Platyhelminthes,FALSE,Cryptogonimidae,not ungulate parasites,TRUE,Cryptogonimidae
Mesometridae,Platyhelminthes,FALSE,Mesometridae,not ungulate parasites,TRUE,Mesometridae
Microscaphidiidae,Platyhelminthes,FALSE,Angiodictyidae,not ungulate parasites,TRUE,Angiodictyidae
Brachycoeliidae,Platyhelminthes,FALSE,Brachycoeliidae,not ungulate parasites,TRUE,Brachycoeliidae
Cephalogonimidae,Platyhelminthes,FALSE,Cephalogonimidae,not ungulate parasites,TRUE,Cephalogonimidae
Macroderoididae,Platyhelminthes,FALSE,Macroderoididae,not ungulate parasites,TRUE,Macroderoididae
Meristocotylidae,Platyhelminthes,FALSE,Meristocotylidae,not ungulate parasites,TRUE,Meristocotylidae
Orientocreadiidae,Platyhelminthes,FALSE,Orientocreadiidae,not ungulate parasites,TRUE,Orientocreadiidae
Plagiorchiidae,Platyhelminthes,FALSE,Plagiorchiidae,not ungulate parasites,TRUE,Plagiorchiidae
Styphlotrematidae,Platyhelminthes,FALSE,Styphlotrematidae,not ungulate parasites,TRUE,Styphlotrematidae
Telorchiidae,Platyhelminthes,FALSE,Telorchiidae,not ungulate parasites,TRUE,Telorchiidae
Labicolidae,Platyhelminthes,FALSE,Labicolidae,not ungulate parasites,TRUE,Labicolidae
Nudacotylidae,Platyhelminthes,FALSE,Nudacotylidae,not ungulate parasites,TRUE,Nudacotylidae
Opisthotrematidae,Platyhelminthes,FALSE,Opisthotrematidae,not ungulate parasites,TRUE,Opisthotrematidae
Pronocephalidae,Platyhelminthes,FALSE,Pronocephalidae,not ungulate parasites,TRUE,Pronocephalidae
Rhabdiopoeidae,Platyhelminthes,FALSE,Rhabdiopoeidae,not ungulate parasites,TRUE,Rhabdiopoeidae
Aporocotylidae,Platyhelminthes,FALSE,Aporocotylidae,not ungulate parasites,TRUE,Aporocotylidae
Clinostomidae,Platyhelminthes,FALSE,Clinostomidae,not ungulate parasites,TRUE,Clinostomidae
Spirorchiidae,Platyhelminthes,FALSE,Spirorchiidae,not ungulate parasites,TRUE,Spirorchiidae
Transversotrematidae,Platyhelminthes,FALSE,Transversotrematidae,not ungulate parasites,TRUE,Transversotrematidae
Bdellouridae,Platyhelminthes,FALSE,Bdellouridae,not ungulate parasites,FALSE,Bdellouridae
Uteriporidae,Platyhelminthes,FALSE,Uteriporidae,not ungulate parasites,FALSE,Uteriporidae
Centrovarioplanidae,Platyhelminthes,FALSE,Centrovarioplanidae,not ungulate parasites,FALSE,Centrovarioplanidae
Cercyridae,Platyhelminthes,FALSE,Cercyridae,not ungulate parasites,FALSE,Cercyridae
Meixnerididae,Platyhelminthes,FALSE,Meixnerididae,not ungulate parasites,FALSE,Meixnerididae
Dugesiidae,Platyhelminthes,FALSE,Dugesiidae,not ungulate parasites,FALSE,Dugesiidae
Geoplanidae,Platyhelminthes,FALSE,Geoplanidae,not ungulate parasites,FALSE,Geoplanidae
Dendrocoelidae,Platyhelminthes,FALSE,Dendrocoelidae,not ungulate parasites,FALSE,Dendrocoelidae
Kenkiidae,Platyhelminthes,FALSE,Kenkiidae,not ungulate parasites,FALSE,Kenkiidae
Planariidae,Platyhelminthes,FALSE,Planariidae,not ungulate parasites,FALSE,Planariidae
Procerodidae,Platyhelminthes,FALSE,Procerodidae,not ungulate parasites,FALSE,Procerodidae
Gekkonotrematidae,Platyhelminthes,FALSE,Gekkonotrematidae,not ungulate parasites,TRUE,Gekkonotrematidae
Jubilariidae,Platyhelminthes,FALSE,Jubilariidae,not ungulate parasites,TRUE,Jubilariidae
Echinoporidae,Platyhelminthes,FALSE,Echinoporidae,not ungulate parasites,TRUE,Echinoporidae
Mesotretidae,Platyhelminthes,FALSE,Mesotretidae,not ungulate parasites,FALSE,Mesotretidae
Acanthocollaritrematidae,Platyhelminthes,FALSE,Cryptogonimidae,not ungulate parasites,TRUE,Cryptogonimidae
Balanotaeniidae,Platyhelminthes,FALSE,Balanotaeniidae,not ungulate parasites,TRUE,Balanotaeniidae
Lytocestidae,Platyhelminthes,FALSE,Lytocestidae,not ungulate parasites,TRUE,Lytocestidae
Dioicocestidae,Platyhelminthes,FALSE,Dioecocestidae,not ungulate parasites,TRUE,Dioecocestidae
Dipylidiidae,Platyhelminthes,FALSE,Dipylidiidae,not ungulate parasites,TRUE,Dipylidiidae
Metadilepididae,Platyhelminthes,FALSE,Metadilepididae,not ungulate parasites,TRUE,Metadilepididae
Paruterinidae,Platyhelminthes,FALSE,Paruterinidae,not ungulate parasites,TRUE,Paruterinidae
Cephalobothiidae,Platyhelminthes,FALSE,Cephalobothriidae,not ungulate parasites,TRUE,Cephalobothriidae
Dactylocotylidae,Platyhelminthes,FALSE,Dactylocotylidae,not ungulate parasites,FALSE,Dactylocotylidae
Megalonchidae,Platyhelminthes,FALSE,Megalonchidae,not ungulate parasites,TRUE,Megalonchidae
Sphyranuridae,Platyhelminthes,FALSE,Sphyranuridae,not ungulate parasites,TRUE,Sphyranuridae
Aviellidae,Platyhelminthes,FALSE,Aviellidae,not ungulate parasites,TRUE,Aviellidae
Allomicrocotylidae,Platyhelminthes,FALSE,Allomicrocotylidae,not ungulate parasites,FALSE,Allomicrocotylidae
Aspidogasteridae,Platyhelminthes,FALSE,Aspidogastridae,not ungulate parasites,TRUE,Aspidogastridae
Diplostomatidae,Platyhelminthes,FALSE,Diplostomatidae,not ungulate parasites,TRUE,Diplostomatidae
Protrodiplostomatidae,Platyhelminthes,FALSE,Protrodiplostomatidae,not ungulate parasites,TRUE,Protrodiplostomatidae
Bolbocephalodidae,Platyhelminthes,FALSE,Bolbocephalodidae,not ungulate parasites,TRUE,Bolbocephalodidae
Clinostomatidae,Platyhelminthes,FALSE,Clinostomidae,not ungulate parasites,TRUE,Clinostomidae
Sanguinicolidae,Platyhelminthes,FALSE,Aporocotylidae,not ungulate parasites,TRUE,Aporocotylidae
Ophiodiplostomatidae,Platyhelminthes,FALSE,Ophiodiplostomatidae,not ungulate parasites,FALSE,Ophiodiplostomatidae
Neostrigeidae,Platyhelminthes,FALSE,Neostrigeidae,not ungulate parasites,FALSE,Neostrigeidae
Mesocestoididae,Platyhelminthes,FALSE,Mesocestoididae,not ungulate parasites,TRUE,Mesocestoididae
Nematotaeniidae,Platyhelminthes,FALSE,Nematotaeniidae,not ungulate parasites,TRUE,Nematotaeniidae
Catenotaeniidae,Platyhelminthes,FALSE,Catenotaeniidae,not ungulate parasites,TRUE,Catenotaeniidae
Diplopharyngeatidae,Platyhelminthes,FALSE,Diplopharyngeatidae,not ungulate parasites,FALSE,Diplopharyngeatidae
Fellodistomatidae,Platyhelminthes,FALSE,Fellodistomatidae,not ungulate parasites,FALSE,Fellodistomatidae
Harmotrematidae,Platyhelminthes,FALSE,Harmotrematidae,not ungulate parasites,TRUE,Harmotrematidae
Leucochloridiomorphidae,Platyhelminthes,FALSE,Leucochloridiomorphidae,not ungulate parasites,TRUE,Leucochloridiomorphidae
Urotrematidae,Platyhelminthes,FALSE,Urotrematidae,not ungulate parasites,TRUE,Urotrematidae
Monascidae,Platyhelminthes,FALSE,Monascidae,not ungulate parasites,FALSE,Monascidae
Liolopidae,Platyhelminthes,FALSE,Liolopidae,not ungulate parasites,TRUE,Liolopidae
Moreauiidae,Platyhelminthes,FALSE,Moreauiidae_(family_in_superfamily_Brachylaimoidea),not ungulate parasites,FALSE,Moreauiidae
Ovariopteridae,Platyhelminthes,FALSE,Ovariopteridae,not ungulate parasites,TRUE,Ovariopteridae
Thapariellidae,Platyhelminthes,FALSE,Thapariellidae,not ungulate parasites,TRUE,Thapariellidae
Monodhelminthidae,Platyhelminthes,FALSE,Tandanicolidae,not ungulate parasites,TRUE,Tandanicolidae
Ratziidae,Platyhelminthes,FALSE,Ratziidae,not ungulate parasites,FALSE,Ratziidae
Dinuridae,Platyhelminthes,FALSE,Hemiuridae,not ungulate parasites,TRUE,Hemiuridae
Lecithochiridae,Platyhelminthes,FALSE,Lecithochiriinae,not ungulate parasites,FALSE,Lecithochiriinae
Aphanhysteridae,Platyhelminthes,FALSE,Azygiidae,not ungulate parasites,TRUE,Azygiidae
Bothrigastridae,Platyhelminthes,FALSE,Bothrigastridae,not ungulate parasites,FALSE,Bothrigastridae
Lampritrematidae,Platyhelminthes,FALSE,Hirudinellidae,not ungulate parasites,TRUE,Hirudinellidae
Albulatrematidae,Platyhelminthes,FALSE,Albulatrematidae,not ungulate parasites,FALSE,Albulatrematidae
Halipegidae,Platyhelminthes,FALSE,Halipegidae,not ungulate parasites,FALSE,Halipegidae
Mabiaramidae,Platyhelminthes,FALSE,Sclerodistomidae,not ungulate parasites,TRUE,Sclerodistomidae
Prosogonotrematidae,Platyhelminthes,FALSE,Sclerodistomidae,not ungulate parasites,TRUE,Sclerodistomidae
Oesophagicolidae,Platyhelminthes,FALSE,Oesophagicolidae,not ungulate parasites,TRUE,Oesophagicolidae
Arnolidae,Platyhelminthes,FALSE,Arnolidae,not ungulate parasites,FALSE,Arnolidae
Lobatovitelliovariidae,Platyhelminthes,FALSE,Lobatovitelliovariidae,not ungulate parasites,FALSE,Lobatovitelliovariidae
Areobiotrematidae,Platyhelminthes,FALSE,Areobiotrematidae,not ungulate parasites,TRUE,Areobiotrematidae
Tetrasteridae,Platyhelminthes,FALSE,Tetrasteridae,not ungulate parasites,FALSE,Tetrasteridae
Pelorohelminthidae,Platyhelminthes,FALSE,Pelorohelminthidae,not ungulate parasites,FALSE,Pelorohelminthidae
Cylindrorchiidae,Platyhelminthes,FALSE,Cylindrorchiidae,not ungulate parasites,TRUE,Cylindrorchiidae
Psilostomatidae,Platyhelminthes,FALSE,Psilostomidae,not ungulate parasites,TRUE,Psilostomidae
Cathaemasiidae,Platyhelminthes,FALSE,Echinostomatidae,not ungulate parasites,TRUE,Echinostomatidae
Rhopaliidae,Platyhelminthes,FALSE,Echinostomatidae,not ungulate parasites,TRUE,Echinostomatidae
Megaperidae,Platyhelminthes,FALSE,Apocreadiidae,not ungulate parasites,TRUE,Apocreadiidae
Orchipedidae,Platyhelminthes,FALSE,Orchipedidae,not ungulate parasites,TRUE,Orchipedidae
Botulidae,Platyhelminthes,FALSE,Hirudinellidae,not ungulate parasites,TRUE,Hirudinellidae
Saakotrematidae,Platyhelminthes,FALSE,Echinochasmidae,not ungulate parasites,TRUE,Echinochasmidae
Balfouriidae,Platyhelminthes,FALSE,Echinostomatidae,not ungulate parasites,TRUE,Echinostomatidae
Ommatobrephidae,Platyhelminthes,FALSE,Ommatobrephidae,not ungulate parasites,FALSE,Ommatobrephidae
Achillurbaniidae,Platyhelminthes,FALSE,Achillurbaniidae,not ungulate parasites,FALSE,Achillurbaniidae
Campululidae,Platyhelminthes,FALSE,Campululidae,not ungulate parasites,TRUE,Campululidae
Rowpaliidae,Platyhelminthes,FALSE,Rowpaliidae,not ungulate parasites,FALSE,Rowpaliidae
Diplodiscidae,Platyhelminthes,FALSE,Diplodiscidae,not ungulate parasites,TRUE,Diplodiscidae
Rhabdopoeidae,Platyhelminthes,FALSE,Rhabdopoeidae,not ungulate parasites,FALSE,Rhabdopoeidae
Paramphistomatidae,Platyhelminthes,FALSE,Paramphistomatidae,not ungulate parasites,TRUE,Paramphistomatidae
Heronimidae,Platyhelminthes,FALSE,Heronimidae,not ungulate parasites,TRUE,Heronimidae
Brumptidae,Platyhelminthes,FALSE,Brumptidae,not ungulate parasites,TRUE,Brumptidae
Haematoloechidae,Platyhelminthes,FALSE,Haematoloechidae,not ungulate parasites,TRUE,Haematoloechidae
Mesocoeliidae,Platyhelminthes,FALSE,Mesocoeliidae,not ungulate parasites,FALSE,Mesocoeliidae
Auridistomidae,Platyhelminthes,FALSE,Auridistomidae,not ungulate parasites,TRUE,Auridistomidae
Cephaloporidae,Platyhelminthes,FALSE,Zoogonidae,not ungulate parasites,TRUE,Zoogonidae
Ochetosomatidae,Platyhelminthes,FALSE,Reniferidae,not ungulate parasites,TRUE,Reniferidae
Lecithodendriidae,Platyhelminthes,FALSE,Lecithodendriidae,not ungulate parasites,TRUE,Lecithodendriidae
Allassogonoporidae,Platyhelminthes,FALSE,Allassogonoporidae,not ungulate parasites,FALSE,Allassogonoporidae
Stomylotrematidae,Platyhelminthes,FALSE,Stomylotrematidae,not ungulate parasites,TRUE,Stomylotrematidae
Laterotrematidae,Platyhelminthes,FALSE,Laterotrematidae,not ungulate parasites,TRUE,Laterotrematidae
Omphalometridae,Platyhelminthes,FALSE,Omphalometridae,not ungulate parasites,TRUE,Omphalometridae
Encyclometridae,Platyhelminthes,FALSE,Encyclometridae,not ungulate parasites,TRUE,Encyclometridae
Opisthogonimidae,Platyhelminthes,FALSE,Opisthogonimidae,not ungulate parasites,TRUE,Opisthogonimidae
Dolichoperidae,Platyhelminthes,FALSE,Dolichoperidae,not ungulate parasites,FALSE,Dolichoperidae
Macroderidae,Platyhelminthes,FALSE,Macroderidae,not ungulate parasites,FALSE,Macroderidae
Eumegacetidae,Platyhelminthes,FALSE,Eumegacetidae,not ungulate parasites,FALSE,Eumegacetidae
Pleurogenidae,Platyhelminthes,FALSE,Pleurogenidae,not ungulate parasites,TRUE,Pleurogenidae
Anenterotrematidae,Platyhelminthes,FALSE,Anenterotrematidae,not ungulate parasites,TRUE,Anenterotrematidae
Cortrematidae,Platyhelminthes,FALSE,Cortrematidae,not ungulate parasites,TRUE,Cortrematidae
Anchitrematidae,Platyhelminthes,FALSE,Anchitrematidae,not ungulate parasites,FALSE,Anchitrematidae
Octotestidae,Platyhelminthes,FALSE,Octotestidae,not ungulate parasites,FALSE,Octotestidae
Steganodermatidae,Platyhelminthes,FALSE,Zoogonidae,not ungulate parasites,TRUE,Zoogonidae
Troglotrematidae,Platyhelminthes,FALSE,Troglotrematidae,not ungulate parasites,TRUE,Troglotrematidae
Nanophyetidae,Platyhelminthes,FALSE,Nanophyetidae,not ungulate parasites,TRUE,Nanophyetidae
Collyriclidae,Platyhelminthes,FALSE,Collyriclidae,not ungulate parasites,TRUE,Collyriclidae
Homalometridae,Platyhelminthes,FALSE,Apocreadiidae,not ungulate parasites,TRUE,Apocreadiidae
Deropristiidae,Platyhelminthes,FALSE,Deropristidae,not ungulate parasites,TRUE,Deropristidae
Pleorchiidae,Platyhelminthes,FALSE,Acanthocolpidae,not ungulate parasites,TRUE,Acanthocolpidae
Batrachotrematidae,Platyhelminthes,FALSE,Batrachotrematidae,not ungulate parasites,TRUE,Batrachotrematidae
Maseniidae,Platyhelminthes,FALSE,Cephalogonimidae,not ungulate parasites,TRUE,Cephalogonimidae
Opistholebetidae,Platyhelminthes,FALSE,Opistholebetidae,not ungulate parasites,TRUE,Opistholebetidae
Callodistomatidae,Platyhelminthes,FALSE,Callodistomatidae,not ungulate parasites,FALSE,Callodistomatidae
Encotylidae,Platyhelminthes,FALSE,Encotylidae,not ungulate parasites,FALSE,Encotylidae
Haplometridae,Platyhelminthes,FALSE,Haplometridae,not ungulate parasites,FALSE,Haplometridae
Eurotrematidae,Platyhelminthes,FALSE,Eurotrematidae,not ungulate parasites,FALSE,Eurotrematidae
Nasitrematidae,Platyhelminthes,FALSE,Brachycladiidae,not ungulate parasites,TRUE,Brachycladiidae
Acanthostomatidae,Platyhelminthes,FALSE,Acanthostomatidae,not ungulate parasites,FALSE,Acanthostomatidae
Pachytrematidae,Platyhelminthes,FALSE,Pachytrematidae,not ungulate parasites,TRUE,Pachytrematidae
Campulidae,Platyhelminthes,FALSE,Brachycladiidae,not ungulate parasites,TRUE,Brachycladiidae
Ulianiniidae,Platyhelminthes,FALSE,Ulianiniidae,not ungulate parasites,FALSE,Ulianiniidae
Grillotiidae,Platyhelminthes,FALSE,Lacistorhynchidae,not ungulate parasites,TRUE,Lacistorhynchidae
Cylindrostomidae,Platyhelminthes,FALSE,Cylindrostomidae,not ungulate parasites,FALSE,Cylindrostomidae
Dasyrhynchidae,Platyhelminthes,FALSE,Dasyrhynchidae,not ungulate parasites,TRUE,Dasyrhynchidae
Hornelliellidae,Platyhelminthes,FALSE,Hornelliellidae,not ungulate parasites,TRUE,Hornelliellidae
Syngamidae2,Nematoda,TRUE,Syngamidae2,larvae on herbage,TRUE,Syngamidae2
Strongyloididae2,Nematoda,TRUE,Strongyloididae2,trans-placental/mammary,TRUE,Strongyloididae2
Ascarididae2,Nematoda,TRUE,Ascarididae2,trans-placental/mammary,TRUE,Ascarididae2
Toxocaridae2,Nematoda,TRUE,Toxocaridae2,trans-placental/mammary,TRUE,Toxocaridae2
